epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
12,13356.8,1.25552,0.94078,1.16004,0.72182,0.6118,0.6438,0.38354,1.30719,0.88183,1.18969,0.0283665,0.0094555,0.0283665,0.0094555,0.0283665,0.0094555,0.0283665,0.0094555
13,14443.1,1.24246,0.91285,1.15084,0.72978,0.61433,0.66153,0.40392,1.3044,0.86237,1.18839,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
14,15531.1,1.23347,0.90227,1.14458,0.67697,0.62947,0.66334,0.40287,1.2935,0.853,1.17883,0.0280695,0.0093565,0.0280695,0.0093565,0.0280695,0.0093565,0.0280695,0.0093565
15,16616.1,1.22879,0.88921,1.14307,0.63754,0.64843,0.65957,0.40338,1.28135,0.84774,1.17278,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
16,17701,1.21987,0.87335,1.13921,0.69336,0.65309,0.69168,0.42047,1.28345,0.81111,1.17582,0.0277725,0.0092575,0.0277725,0.0092575,0.0277725,0.0092575,0.0277725,0.0092575
17,18789,1.21858,0.86647,1.13415,0.7029,0.65094,0.69389,0.42716,1.27722,0.8045,1.16999,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
18,19877,1.21037,0.85769,1.13032,0.74706,0.65188,0.70662,0.43312,1.27422,0.804,1.16661,0.0274755,0.0091585,0.0274755,0.0091585,0.0274755,0.0091585,0.0274755,0.0091585
19,20963.6,1.20571,0.83958,1.12642,0.74172,0.66532,0.69524,0.42773,1.26812,0.79422,1.16178,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
20,22046.2,1.19986,0.83042,1.12325,0.7409,0.66029,0.70115,0.43373,1.26284,0.78714,1.1599,0.0271785,0.0090595,0.0271785,0.0090595,0.0271785,0.0090595,0.0271785,0.0090595
21,23130.2,1.19668,0.82887,1.1286,0.70233,0.69641,0.7119,0.44358,1.25662,0.77453,1.15642,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
22,24215.4,1.19099,0.8175,1.11941,0.71229,0.68546,0.71339,0.44644,1.25202,0.77445,1.15542,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605
23,25301.7,1.17943,0.80935,1.11806,0.74529,0.66847,0.70935,0.4475,1.24707,0.76348,1.1525,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
24,26389.3,1.1827,0.80598,1.1136,0.73206,0.67712,0.7126,0.4471,1.24446,0.76138,1.14863,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615
25,27475.1,1.17175,0.79501,1.11302,0.7064,0.69703,0.7234,0.45649,1.24329,0.75465,1.14821,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
26,1034.24,1.16665,0.77693,1.10423,0.75213,0.68167,0.73233,0.46173,1.24116,0.74885,1.14655,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625
27,2032.78,1.1691,0.78198,1.10718,0.74657,0.69784,0.72914,0.45837,1.24017,0.74496,1.14627,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
28,3018.22,1.1626,0.77916,1.10391,0.73099,0.70891,0.73784,0.46655,1.23856,0.73865,1.14507,0.0259905,0.0086635,0.0259905,0.0086635,0.0259905,0.0086635,0.0259905,0.0086635
29,4006.46,1.16181,0.77282,1.10065,0.72521,0.7121,0.73701,0.4628,1.23816,0.74009,1.14527,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
30,4995.93,1.15726,0.76765,1.09924,0.70412,0.71322,0.73992,0.46669,1.23421,0.73592,1.14236,0.0256935,0.0085645,0.0256935,0.0085645,0.0256935,0.0085645,0.0256935,0.0085645
31,5986.74,1.15387,0.76664,1.09624,0.73898,0.70591,0.7416,0.46961,1.23141,0.73504,1.14025,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
32,6976.8,1.14612,0.75505,1.09238,0.75849,0.70177,0.74319,0.4714,1.23032,0.733,1.14133,0.0253965,0.0084655,0.0253965,0.0084655,0.0253965,0.0084655,0.0253965,0.0084655
33,7966.59,1.13952,0.74982,1.09563,0.74879,0.70921,0.74601,0.47323,1.22878,0.73147,1.14107,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
34,8955.51,1.13874,0.74062,1.08676,0.7589,0.70611,0.74534,0.4732,1.22762,0.72812,1.14057,0.0250995,0.0083665,0.0250995,0.0083665,0.0250995,0.0083665,0.0250995,0.0083665
35,9935.79,1.13365,0.73511,1.08893,0.76314,0.69872,0.74371,0.47308,1.22643,0.72614,1.14019,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
36,10922.5,1.1288,0.73448,1.08441,0.7706,0.69848,0.74702,0.47669,1.22398,0.7237,1.13896,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675
37,11906.2,1.13222,0.73446,1.0874,0.76258,0.70642,0.74828,0.47769,1.22262,0.72234,1.1383,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
38,12890.8,1.12538,0.72616,1.08413,0.76371,0.70114,0.74833,0.47867,1.22071,0.72187,1.13752,0.0245055,0.0081685,0.0245055,0.0081685,0.0245055,0.0081685,0.0245055,0.0081685
39,1039.92,1.09954,0.6891,1.07013,0.76733,0.70566,0.74978,0.48037,1.22024,0.71959,1.138,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
40,2028.86,1.1058,0.70033,1.0734,0.76045,0.71442,0.7507,0.48072,1.21903,0.71888,1.13711,0.0242085,0.0080695,0.0242085,0.0080695,0.0242085,0.0080695,0.0242085,0.0080695
41,3007.91,1.10229,0.69982,1.0721,0.75523,0.71996,0.74835,0.48062,1.21907,0.71744,1.1373,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
42,3986.91,1.10306,0.69855,1.06998,0.75948,0.71848,0.75012,0.48166,1.21903,0.71732,1.13725,0.0239115,0.0079705,0.0239115,0.0079705,0.0239115,0.0079705,0.0239115,0.0079705
43,4960.78,1.10057,0.6917,1.0691,0.73259,0.71146,0.74943,0.48098,1.2186,0.71607,1.1373,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
44,5935.11,1.09761,0.69486,1.06733,0.77141,0.70513,0.75195,0.48171,1.21869,0.71444,1.1376,0.0236145,0.0078715,0.0236145,0.0078715,0.0236145,0.0078715,0.0236145,0.0078715
45,6908.88,1.09195,0.6872,1.06355,0.77384,0.70649,0.75228,0.4827,1.21826,0.7142,1.13743,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
46,7883.62,1.08759,0.68258,1.06826,0.77666,0.70517,0.75199,0.48255,1.21741,0.71389,1.13713,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725
47,8856.61,1.0887,0.67936,1.06185,0.78207,0.70467,0.75335,0.48275,1.21669,0.71328,1.13709,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
48,9837.09,1.08687,0.67807,1.0644,0.78426,0.70714,0.75369,0.48302,1.21611,0.71298,1.13674,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735
49,10814.5,1.08516,0.68354,1.06247,0.77823,0.71009,0.75369,0.48292,1.21581,0.7131,1.13684,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
50,11785.6,1.09253,0.68684,1.06704,0.77376,0.71289,0.75433,0.48272,1.21527,0.71188,1.13671,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745
51,12758.6,1.09252,0.6855,1.06685,0.77448,0.71179,0.7549,0.48384,1.21465,0.71179,1.13653,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
52,13732,1.09098,0.68775,1.06368,0.77498,0.71207,0.75507,0.48393,1.21435,0.71191,1.13665,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755
53,14702.8,1.08998,0.6893,1.0632,0.77623,0.71151,0.75478,0.4836,1.2137,0.71206,1.13619,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
54,15674,1.08671,0.68241,1.06133,0.77905,0.71057,0.7551,0.48401,1.21336,0.71192,1.13612,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765
55,16643.1,1.08565,0.68073,1.06033,0.77875,0.71055,0.75521,0.48399,1.21294,0.71159,1.13614,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
56,17613.5,1.0819,0.67666,1.0584,0.7819,0.71097,0.75599,0.48401,1.21257,0.71142,1.13609,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775
57,18587.2,1.07959,0.66935,1.05657,0.78191,0.71071,0.75624,0.48467,1.21214,0.71082,1.13591,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
58,19559.7,1.07518,0.66946,1.05442,0.78342,0.71003,0.75644,0.4849,1.21184,0.71044,1.13582,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785
59,20532.6,1.07447,0.6647,1.06016,0.78436,0.71036,0.75678,0.4854,1.21188,0.70989,1.13612,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
60,21502.3,1.07121,0.6616,1.05166,0.78291,0.7092,0.75713,0.48566,1.21167,0.7095,1.13617,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795
61,22469.6,1.05848,0.65606,1.05299,0.78318,0.70943,0.75701,0.48561,1.21137,0.70899,1.13614,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
62,23439.7,1.06121,0.65895,1.04867,0.78165,0.71205,0.75782,0.48603,1.21152,0.70848,1.13617,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805
63,24412.4,1.05732,0.65163,1.05138,0.78453,0.71205,0.75815,0.48633,1.21135,0.70824,1.13614,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
64,25380.9,1.0634,0.65384,1.05078,0.78081,0.71343,0.7585,0.4869,1.21114,0.70745,1.13624,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815
65,26356.3,1.06481,0.65321,1.05092,0.78232,0.71368,0.75865,0.48739,1.21082,0.70667,1.13604,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
66,27327.9,1.05766,0.64975,1.04667,0.78356,0.71268,0.759,0.48773,1.21071,0.70615,1.13604,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825
67,1018.09,1.02327,0.60863,1.03344,0.77965,0.71346,0.75951,0.48803,1.21051,0.70556,1.13605,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
68,1993.35,1.0377,0.62478,1.03987,0.78165,0.71445,0.75985,0.48799,1.21042,0.7055,1.13609,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835
69,2955.49,1.03705,0.6301,1.03839,0.78195,0.71671,0.76004,0.48807,1.21064,0.70509,1.13605,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
70,3914.2,1.04045,0.62864,1.03742,0.77785,0.72044,0.76002,0.48839,1.21064,0.70497,1.13603,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845
71,4875.36,1.04184,0.62775,1.03854,0.77884,0.72092,0.76003,0.48803,1.21073,0.70447,1.13594,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
72,5835.66,1.03883,0.63256,1.03994,0.77617,0.72173,0.75984,0.48815,1.21075,0.70421,1.13599,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855
73,6795,1.03632,0.62929,1.03604,0.77112,0.72434,0.76009,0.48864,1.2105,0.70396,1.13598,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
74,7751.37,1.03254,0.62343,1.04049,0.74082,0.72628,0.76008,0.48867,1.21039,0.70393,1.13602,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865
75,8708.65,1.03418,0.62194,1.03379,0.77173,0.72437,0.75992,0.48869,1.21031,0.70366,1.13609,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
76,9666.75,1.03327,0.62088,1.03663,0.77489,0.72181,0.76005,0.48925,1.21044,0.70321,1.13625,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875
77,10627,1.03076,0.62556,1.03447,0.77398,0.72317,0.7602,0.48933,1.21027,0.70318,1.13607,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
78,11586.5,1.03779,0.62993,1.03828,0.74426,0.72511,0.76074,0.48915,1.2102,0.70281,1.13595,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885
79,12546,1.03694,0.62896,1.03724,0.74658,0.72355,0.76054,0.48914,1.21013,0.70228,1.13592,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
80,13508.3,1.03493,0.63151,1.0352,0.7798,0.7186,0.76025,0.48933,1.21005,0.70181,1.13582,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895
81,14473.5,1.03544,0.6306,1.03581,0.74889,0.72267,0.76063,0.4894,1.20996,0.70154,1.13582,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
82,15441.2,1.03043,0.6242,1.03392,0.74824,0.72376,0.76073,0.48904,1.20978,0.70125,1.1357,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905
83,16404.6,1.03254,0.62505,1.03353,0.73601,0.73178,0.76026,0.48898,1.20943,0.7006,1.13551,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
84,17364.9,1.02868,0.62257,1.03189,0.78239,0.71733,0.75971,0.4894,1.2092,0.70019,1.13544,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915
85,18327.6,1.02791,0.61954,1.03078,0.77909,0.72038,0.75994,0.48919,1.20902,0.69976,1.13545,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
86,19288.6,1.02415,0.61848,1.02866,0.75101,0.72069,0.76001,0.48921,1.20875,0.69918,1.13551,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925
87,20250.7,1.02334,0.61576,1.03388,0.75119,0.72071,0.75997,0.48931,1.20854,0.69892,1.13549,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
88,21209.7,1.02003,0.61297,1.02626,0.75045,0.72136,0.75994,0.48937,1.20824,0.69852,1.13537,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935
89,22169.6,1.0098,0.60967,1.02857,0.74888,0.72411,0.75996,0.48951,1.20796,0.69828,1.13545,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
90,23130.3,1.01226,0.61143,1.02414,0.74392,0.72726,0.75979,0.48951,1.20743,0.69784,1.13525,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945
91,24088.7,1.00786,0.60742,1.02551,0.74251,0.72845,0.75983,0.48974,1.20726,0.69739,1.13537,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
92,25050.3,1.01488,0.60886,1.02448,0.74336,0.72727,0.75916,0.48991,1.20712,0.6972,1.13527,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955
93,26015.2,1.01383,0.60498,1.0247,0.74258,0.73072,0.75989,0.49049,1.20667,0.69696,1.13497,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
94,26983.2,1.00803,0.60463,1.02217,0.73909,0.73544,0.76054,0.49092,1.20664,0.69659,1.13496,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965
95,27950.3,1.00482,0.60246,1.02146,0.73484,0.74105,0.76079,0.49081,1.20612,0.69621,1.13482,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
96,1081.36,0.96476,0.55704,1.00662,0.73754,0.737,0.76009,0.49046,1.20618,0.69608,1.13501,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975
97,2111.49,0.98112,0.57238,1.01356,0.73732,0.73654,0.75965,0.49036,1.20627,0.69597,1.13522,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
98,3138.43,0.9821,0.57711,1.01359,0.74001,0.73458,0.7601,0.49086,1.20616,0.69586,1.13513,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985
99,4162.01,0.9843,0.57776,1.0119,0.74141,0.73347,0.76039,0.49057,1.20643,0.69569,1.13544,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
100,5186.81,0.98502,0.57505,1.01205,0.74225,0.73264,0.76008,0.49088,1.20649,0.69566,1.13553,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995
101,6209.34,0.98336,0.58021,1.01329,0.74163,0.73422,0.76031,0.49122,1.20647,0.69544,1.13558,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
102,7243.65,0.98169,0.57732,1.01029,0.74195,0.73632,0.76041,0.49053,1.20616,0.6953,1.1356,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005
103,8269.11,0.97661,0.57435,1.01285,0.74169,0.73322,0.76041,0.49075,1.20619,0.69517,1.13583,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
104,9297,0.97894,0.57161,1.00772,0.74168,0.73474,0.7601,0.49072,1.20617,0.69512,1.13596,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015
105,10325.8,0.97854,0.57249,1.01161,0.74245,0.73229,0.76074,0.49189,1.20593,0.69511,1.13605,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
106,11353.6,0.97545,0.57413,1.00789,0.74289,0.73208,0.76146,0.49189,1.20601,0.69507,1.13615,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
107,12389.4,0.98136,0.57842,1.01274,0.743,0.73198,0.76139,0.49179,1.20596,0.69515,1.13626,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
108,13414.8,0.98092,0.57805,1.01086,0.74534,0.72967,0.76159,0.49167,1.20587,0.69489,1.13633,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035
109,14442.6,0.97928,0.57867,1.00889,0.74622,0.72815,0.76091,0.49152,1.20567,0.69479,1.13638,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
110,15470.6,0.97975,0.57936,1.00932,0.74743,0.72767,0.75977,0.49121,1.20554,0.69444,1.13646,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045
111,16498.2,0.97556,0.57486,1.00879,0.74338,0.73325,0.75964,0.49074,1.20534,0.69412,1.13655,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
112,17525,0.97731,0.57437,1.00733,0.74917,0.73473,0.7603,0.49118,1.20509,0.69383,1.13659,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055
113,18550.8,0.97417,0.5741,1.00587,0.74917,0.73535,0.7609,0.49146,1.20484,0.69362,1.13657,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
114,19573.7,0.97304,0.57048,1.00313,0.74841,0.73409,0.76042,0.49114,1.20457,0.69331,1.13652,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065
115,20598.5,0.96803,0.5687,1.0042,0.74912,0.73272,0.76098,0.4916,1.20421,0.69304,1.13656,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
116,21624.7,0.96791,0.56876,1.00789,0.75092,0.73189,0.76011,0.49131,1.20392,0.69264,1.13658,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
117,22649.4,0.96554,0.56608,1.00226,0.75362,0.73195,0.76034,0.49136,1.20359,0.69273,1.1368,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
118,23679.1,0.95449,0.56197,1.00234,0.75286,0.73161,0.76046,0.49159,1.20315,0.69243,1.13654,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085
119,24703.6,0.95726,0.56494,0.99918,0.7527,0.73264,0.75938,0.49149,1.20268,0.69218,1.13665,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
120,25733.3,0.95461,0.55986,1.00256,0.74978,0.73527,0.75928,0.4913,1.20255,0.69182,1.13671,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095
121,26761,0.9605,0.56253,0.99973,0.75131,0.73529,0.7594,0.49122,1.20205,0.69151,1.13656,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
122,27788.2,0.95856,0.56079,1.00118,0.7525,0.73613,0.75948,0.49164,1.20198,0.69113,1.13672,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105
123,1040.58,0.90441,0.51067,0.97964,0.75382,0.73577,0.75965,0.49174,1.20192,0.69159,1.13689,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
124,2020.07,0.92067,0.52393,0.9863,0.75482,0.73632,0.75982,0.4921,1.20196,0.69185,1.1371,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115
125,3001.4,0.92244,0.52832,0.98751,0.75635,0.73696,0.75955,0.49183,1.20213,0.69211,1.13756,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
126,3972.1,0.92466,0.52835,0.98557,0.75818,0.73776,0.7594,0.49167,1.20247,0.69237,1.13791,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125
